"XM_015766610.2","LOC4326813"
"XM_015783486.2","LOC4339330"
"XM_015785028.2","LOC4339331"
"XM_015785026.2","LOC4339332"
"XR_003242470.1","LOC107276171"
"XM_015785027.2","LOC107276171"
"XM_015785025.2","LOC4339333"
"XM_015782921.2","LOC4339334"
"XM_015784904.2","LOC9266089"
"XM_015783177.2","LOC4339336"
"XM_015782442.2","LOC4339337"
"XM_015784262.2","LOC4339338"
"XM_015784263.2","LOC4339338"
"XM_015784264.2","LOC4339339"
"XM_015784615.2","LOC4339340"
"XM_015785085.2","LOC4339341"
"XM_015785084.1","LOC4339341"
"XM_015784742.2","LOC4339342"
"XM_015784743.2","LOC4339342"
"XM_015784744.2","LOC4339342"
"XM_026025628.1","LOC4339343"
"XM_015784741.2","LOC4339343"
"XM_015783939.2","LOC4339344"
"XM_015783937.2","LOC4339345"
"XM_015783938.2","LOC4339346"
"XM_015783940.2","LOC4339347"
"XM_015782533.2","LOC4339348"
"XR_001545958.2","LOC107281064"
"XM_015783551.2","LOC107278226"
"XM_015782752.2","LOC4339349"
"XM_015783178.1","LOC107280994"
"XM_015783502.2","LOC9269468"
"unassigned_transcript_331","TRNAK-CUU_6"
"unassigned_transcript_332","TRNAF-GAA_11"
"XM_015783988.2","LOC4339353"
"XR_003242208.1","LOC107278650"
"XM_026025290.1","LOC107278650"
"XM_015783991.2","LOC107278650"
"XM_026025291.1","LOC107278650"
"XM_015783993.2","LOC107278650"
"XM_026025552.1","LOC4339355"
"XM_015785300.2","LOC4339355"
"XM_015785299.1","LOC4339355"
"XM_026025553.1","LOC4339356"
"XM_015782376.2","LOC4339356"
"XR_001545773.2","LOC107280849"
"XM_015782848.2","LOC4339359"
"XM_015782849.2","LOC4339359"
"XM_015782847.2","LOC4339359"
"XM_015782846.2","LOC4339359"
"XM_015782843.2","LOC4339359"
"XM_015783837.2","LOC4339361"
"XM_015783836.2","LOC107276549"
"XM_026025732.1","LOC4339363"
"XM_026025772.1","LOC112939067"
"XR_003242394.1","LOC9271180"
"XR_003242399.1","LOC9271180"
"XR_003242393.1","LOC9271180"
"XR_003242400.1","LOC9271180"
"XR_003242401.1","LOC9271180"
"XR_003242395.1","LOC9271180"
"XR_003242397.1","LOC9271180"
"XR_003242396.1","LOC9271180"
"XR_003242398.1","LOC9271180"
"XR_003242389.1","LOC9271180"
"XR_003242388.1","LOC9271180"
"XR_003242390.1","LOC9271180"
"XR_003242387.1","LOC9271180"
"XR_003242392.1","LOC9271180"
"XR_003242391.1","LOC9271180"
"XR_001546270.2","LOC9271180"
"XR_003242403.1","LOC9271180"
"XR_003242402.1","LOC9271180"
"XR_001546269.2","LOC9271180"
"XR_003242405.1","LOC9271180"
"XR_003242407.1","LOC9271180"
"XR_003242406.1","LOC9271180"
"XR_003242404.1","LOC9271180"
"XM_026025653.1","LOC9271180"
"XM_015785003.2","LOC4339365"
"XM_015785004.2","LOC4339365"
"XM_015785001.2","LOC4339365"
"XM_015785002.2","LOC4339365"
"XM_015784999.2","LOC4339365"
"XM_015785000.2","LOC4339365"
"XM_015785005.2","LOC4339365"
"XM_015785070.2","LOC4339366"
"XM_015785069.2","LOC4339367"
"XM_015784223.2","LOC4339368"
"XM_015784222.2","LOC4339369"
"XM_026025884.1","LOC4339370"
"XM_015782619.2","LOC4339370"
"XM_015782747.2","LOC4339371"
"XM_026025773.1","LOC4339374"
"XM_015782937.2","LOC9272354"
"XM_015782860.2","LOC4339376"
"XM_026025324.1","LOC4339378"
"XM_026025325.1","LOC112938956"
"XM_015782411.2","LOC4339379"
"XM_015782335.2","LOC4339380"
"XM_015781952.2","LOC9266102"
"XM_015781953.2","LOC4339382"
"unassigned_transcript_333","TRNAD-GUC_16"
"XM_015782999.2","LOC4339384"
"XM_015782917.2","LOC4339385"
"XM_015782160.2","LOC4339386"
"XM_015782244.2","LOC4339387"
"XM_015782245.2","LOC4339388"
"XM_015782575.2","LOC107276526"
"XM_015782791.2","LOC4339391"
"XR_003242704.1","LOC112939162"
"XM_015783181.2","LOC4339394"
"XM_015783321.2","LOC4339395"
"XM_015784335.2","LOC4339396"
"XR_001546114.2","LOC4339397"
"XR_001546113.2","LOC4339397"
"XM_015784334.2","LOC4339397"
"XM_015784333.2","LOC4339397"
"XM_015784337.1","LOC4339398"
"XM_015784336.2","LOC107278739"
"XM_015783475.2","LOC107275929"
"XR_001546064.2","LOC107281099"
"XR_003242696.1","LOC112939154"
"XR_003242713.1","LOC112939171"
"XR_003242709.1","LOC112939167"
"XM_015784019.2","LOC4339400"
"XM_015784017.1","LOC4339401"
"XM_015784018.2","LOC4339402"
"XM_015784886.2","LOC4339403"
"XM_026025661.1","LOC4339404"
"XM_015784887.2","LOC4339404"
"XM_015782744.2","LOC4339405"
"XR_001545739.2","LOC4339406"
"XR_001545740.2","LOC4339406"
"XM_015782182.2","LOC4339406"
"XM_015782183.2","LOC4339406"
"XM_015783289.2","LOC4339407"
"XM_015785159.2","LOC4339408"
"XM_015784365.2","LOC4339409"
"XM_015784363.2","LOC4339410"
"XM_015784364.2","LOC4339410"
"XM_015782979.2","LOC9271295"
"XM_015782918.2","LOC4339412"
"XM_015782920.2","LOC4339413"
"XM_015782871.2","LOC4339414"
"XM_015783365.2","LOC4339415"
"XM_015785237.2","LOC4339416"
"XR_003242454.1","LOC9268403"
"XM_026025699.1","LOC9268403"
"XM_026025774.1","LOC112939068"
"XM_026025775.1","LOC112939069"
"XM_026025776.1","LOC107276590"
"unassigned_transcript_334","TRNAK-CUU_7"
"XM_015782822.2","LOC9270952"
"XM_015782311.1","LOC4339420"
"XM_015783304.2","LOC4339421"
"unassigned_transcript_335","TRNAV-UAC_2"
"XM_015784583.2","LOC4339423"
"XM_026025777.1","LOC107277309"
"XM_015782916.2","LOC4339424"
"XM_015782913.2","LOC4339424"
"XM_015783521.2","LOC107278434"
"XM_015783522.2","LOC107278434"
"XM_015783520.2","LOC4339425"
"XM_026025461.1","LOC4339426"
"XM_015783519.2","LOC4339426"
"XM_015783523.2","LOC4339427"
"XM_015783531.2","LOC4339428"
"XM_015783530.2","LOC4339428"
"XM_015783525.2","LOC4339429"
"XM_015783526.2","LOC4339429"
"XM_015783524.2","LOC4339430"
"XM_015783529.2","LOC4339431"
"XM_015782469.2","LOC4339432"
"XM_015782470.2","LOC4339432"
"XM_026025919.1","LOC4339433"
"XM_015782471.2","LOC4339433"
"XM_015785063.2","LOC4339434"
"XM_015785062.2","LOC4339434"
"XM_015784876.2","LOC4339435"
"XM_026025362.1","LOC4339435"
"XM_015784874.2","LOC4339435"
"XR_003242247.1","LOC112938972"
"XM_015785325.2","LOC4339436"
"XM_015785324.2","LOC4339436"
"XM_015785323.2","LOC4339436"
"XM_015782547.2","LOC4339437"
"XM_015782545.2","LOC4339438"
"XM_026025292.1","LOC4339438"
"XR_003242524.1","LOC4339439"
"XM_015782571.2","LOC9268113"
"XM_015784807.1","LOC4339440"
"XM_015784804.2","LOC4339441"
"XM_026025656.1","LOC4339441"
"XM_015784805.2","LOC4339441"
"XM_015784806.2","LOC4339441"
"XM_015782484.2","LOC4339442"
"XM_015782591.2","LOC4339443"
"XM_015785097.2","LOC4339444"
"XM_015783773.2","LOC4339446"
"XM_026025703.1","LOC107275689"
"unassigned_transcript_336","TRNAM-CAU_23"
"XR_003242664.1","LOC112939122"
"XM_015783771.2","LOC9269289"
"XM_015782949.2","LOC107276112"
"XM_015782947.2","LOC107276112"
"XM_015782414.2","LOC4339449"
"XM_015782817.2","LOC4339450"
"XM_015782400.2","LOC4339451"
"XM_026025724.1","LOC4339453"
"XM_026025723.1","LOC4339453"
"XM_015784016.2","LOC4339454"
"XM_015783411.2","LOC4339455"
"XM_015783183.2","LOC107280996"
"XR_003242269.1","LOC112938987"
"XM_026025778.1","LOC107280997"
"XM_026025882.1","LOC112939095"
"XM_015782405.2","LOC107280851"
"XM_015783186.2","LOC107280999"
"XM_015783472.2","LOC107276139"
"XM_015783187.1","LOC107281000"
"XM_015783632.2","LOC9270344"
"XM_015783720.2","LOC4339457"
"XM_015783721.1","LOC4339457"
"XM_015783722.2","LOC4339457"
"XM_015783725.2","LOC4339458"
"XM_026025632.1","LOC4339458"
"XM_015783726.2","LOC4339458"
"XM_015783724.1","LOC9270318"
"XM_015783723.2","LOC4339460"
"XM_015785214.2","LOC4339461"
"XM_015785213.2","LOC4339461"
"XM_015785212.2","LOC4339461"
"XM_015785215.2","LOC4339461"
"XM_015781985.2","LOC4339462"
"XM_015783833.2","LOC4339463"
"XR_001545998.2","LOC4339464"
"XM_015783835.2","LOC4339464"
"XM_026025668.1","LOC4339465"
"XM_015783834.2","LOC4339466"
"XM_026025577.1","LOC107280889"
"XM_026025576.1","LOC107280889"
"XM_026025573.1","LOC107280889"
"XM_026025575.1","LOC107280889"
"XM_026025574.1","LOC107280889"
"XM_026025572.1","LOC107280889"
"XM_026025578.1","LOC107280889"
"XM_026025571.1","LOC107280889"
"XM_026025579.1","LOC4339467"
"XM_015784204.2","LOC4339468"
"XM_015782033.2","LOC4339469"
"XM_015784918.2","LOC4339471"
"XM_015784919.2","LOC4339472"
"XM_015782994.2","LOC9269440"
"XM_015782581.2","LOC4339473"
"XM_026025780.1","LOC107275701"
"XR_001546307.2","LOC9268470"
"XR_003242421.1","LOC107281109"
"XR_003242423.1","LOC107281109"
"XR_003242422.1","LOC107281109"
"XM_015784205.2","LOC4339474"
"XM_015784206.2","LOC4339474"
"XM_015784207.1","LOC4339475"
"XR_003242681.1","LOC112939139"
"XR_003242683.1","LOC112939141"
"XR_003242684.1","LOC112939142"
"XR_003242685.1","LOC112939143"
"XR_003242682.1","LOC112939140"
"XM_015784208.1","LOC4339476"
"XR_001546123.2","LOC107281117"
"XM_015784511.2","LOC4339477"
"XM_015784510.2","LOC4339477"
"XM_015783397.2","LOC9268161"
"XM_015782086.2","LOC4339480"
"XM_015785044.1","LOC4339481"
"XM_015782535.2","LOC4339482"
"XM_015784937.2","LOC4339483"
"XM_015784936.1","LOC4339484"
"XM_015783378.2","LOC4339485"
"XM_015782448.1","LOC4339486"
"XM_015784667.2","LOC4339487"
"XM_015782377.2","LOC4339488"
"XM_015781808.2","LOC4339489"
"XM_015782699.2","LOC4339490"
"XM_015781940.2","LOC4339491"
"XM_015782317.1","LOC4339492"
"XM_026025335.1","LOC112938959"
"XM_015782805.2","LOC9268208"
"XM_015782804.2","LOC9268208"
"XM_015784707.2","LOC4339494"
"XM_015783360.2","LOC4339495"
"XM_015783359.2","LOC4339495"
"XM_015783191.2","LOC4339496"
"XM_015783192.2","LOC4339497"
"XM_015784339.2","LOC4339498"
"XR_001546116.2","LOC4339499"
"XM_015784338.2","LOC4339499"
"XM_015783194.1","LOC9270547"
"XM_015783501.2","LOC4339500"
"XR_003242543.1","LOC112939081"
"XM_015782689.2","LOC4339501"
"XM_015782887.2","LOC4339502"
"XM_026025781.1","LOC112939070"
"XM_015783195.2","LOC4339504"
"XM_015783543.2","LOC4339505"
"XM_015783544.2","LOC4339505"
"XR_001545945.2","LOC4339506"
"XR_001545943.1","LOC4339506"
"XR_001545944.1","LOC4339506"
"XM_015783547.1","LOC4339506"
"XM_015783548.1","LOC4339506"
"XM_015783545.2","LOC4339507"
"XR_001545948.2","LOC4339508"
"XR_001545947.2","LOC4339508"
"XR_001545946.2","LOC4339508"
"XR_001545949.2","LOC4339508"
"XR_001545950.2","LOC4339508"
"XM_015783549.2","LOC4339508"
"XM_015783550.2","LOC9269971"
"XM_015785281.2","LOC4339509"
"XM_015785280.2","LOC4339510"
"XM_015782662.2","LOC4339511"
"XR_001545765.2","LOC4339512"
"XR_001545767.2","LOC4339512"
"XR_001545764.2","LOC4339512"
"XR_001545770.2","LOC4339512"
"XR_001545763.2","LOC4339512"
"XR_001545769.2","LOC4339512"
"XR_001545766.2","LOC4339512"
"XR_001545768.2","LOC4339512"
"XM_015782329.2","LOC107275736"
"XM_026025794.1","LOC107275736"
"XR_001545742.2","LOC4339513"
"XR_001545741.2","LOC4339513"
"XM_015782202.2","LOC4339513"
"XM_015782554.2","LOC4339515"
"XM_015785333.1","LOC4339516"
"XM_015783949.2","LOC4339517"
"XM_015783950.2","LOC4339518"
"XM_015783601.2","LOC4339519"
"XM_015783196.2","LOC107276836"
"XM_015783197.1","LOC107277235"
"XM_015782588.2","LOC4339520"
"XM_015785043.2","LOC4339521"
"XM_015782331.2","LOC4339522"
"XM_015782134.2","LOC4339523"
"XM_015782135.2","LOC4339523"
"XM_015784837.2","LOC4339524"
"XM_026025647.1","LOC4339525"
"XM_015784838.2","LOC107275908"
"XM_015782318.1","LOC4339526"
"XM_015783607.2","LOC4339527"
"XM_015783605.2","LOC4339528"
"XM_015783606.2","LOC4339528"
"XM_015783608.2","LOC4339529"
"XM_015783609.2","LOC4339529"
"XM_015783611.2","LOC4339530"
"XM_015783610.2","LOC4339530"
"XM_015783613.2","LOC4339531"
"XR_003242305.1","LOC112939009"
"XM_015782789.2","LOC9272595"
"XM_015782965.2","LOC4339533"
"XM_015782872.2","LOC4339534"
"XM_015782976.1","LOC4339535"
"XM_015785146.2","LOC4339536"
"XM_015783336.2","LOC9269116"
"XM_015781890.2","LOC4339537"
"XM_015781887.2","LOC4339537"
"XM_015781888.2","LOC4339537"
"XM_015781886.2","LOC4339537"
"XM_015781889.2","LOC4339537"
"XM_015784516.2","LOC4339538"
"XM_015784517.2","LOC4339539"
"XM_015783375.2","LOC4339540"
"XM_015783198.1","LOC107281003"
"XM_015784993.2","LOC4339541"
"XM_015784994.2","LOC4339541"
"XM_026025363.1","LOC9268587"
"XM_015783351.2","LOC4339543"
"XM_015782814.2","LOC4339544"
"XM_015783343.2","LOC4339545"
"XM_026025597.1","LOC4339545"
"XM_015784533.2","LOC4339546"
"XR_003242271.1","LOC112938988"
"XM_015782389.2","LOC4339548"
"XM_015784265.1","LOC4339549"
"XM_015784267.2","LOC4339550"
"XR_001546126.2","LOC9269996"
"XM_015784531.2","LOC9269996"
"XM_015784532.2","LOC4339552"
"XM_026025599.1","LOC4339552"
"XM_015781980.2","LOC4339554"
"XM_015785284.1","LOC4339555"
"XR_003242679.1","LOC112939137"
"unassigned_transcript_337","TRNAD-GUC_17"
"XM_015783633.2","LOC107276151"
"XM_026025280.1","LOC9270322"
"XM_026025278.1","LOC9270322"
"XM_026025279.1","LOC9270322"
"XM_015782761.2","LOC9270322"
"XM_015782315.2","LOC4339558"
"unassigned_transcript_338","TRNAE-CUC_18"
"XM_015782785.2","LOC4339560"
"XM_015782786.2","LOC4339560"
"XM_015782787.2","LOC4339560"
"XM_015782788.2","LOC4339560"
"XM_015782784.2","LOC4339560"
"XM_015784921.2","LOC4339561"
"XM_015782569.2","LOC4339562"
"XM_015783875.2","LOC9271790"
"XM_015783874.2","LOC4339565"
"XM_015783873.2","LOC4339566"
"XM_015782374.2","LOC4339567"
"XM_015782418.2","LOC4339568"
"XM_026025679.1","LOC9269693"
"XM_015782011.2","LOC4339570"
"XM_015783407.2","LOC4339571"
"XM_015781895.2","LOC4339572"
"XM_015785034.2","LOC4339573"
"XM_015785033.2","LOC4339573"
"XM_015785031.2","LOC4339574"
"XM_015785182.1","LOC4339575"
"XR_001545714.1","LOC4339576"
"XM_015781987.2","LOC4339576"
"XM_026025783.1","LOC4339578"
"XM_015784159.2","LOC4339579"
"XM_015783763.2","LOC4339580"
"XM_015783754.1","LOC4339581"
"XM_026025296.1","LOC4339581"
"XM_015783752.2","LOC4339581"
"XM_026025295.1","LOC4339581"
"XM_026025294.1","LOC4339581"
"XM_026025293.1","LOC4339581"
"XM_015783755.2","LOC4339581"
"XM_026025297.1","LOC4339581"
"XM_015783753.2","LOC4339581"
"XM_015783756.2","LOC4339582"
"XM_015783758.2","LOC4339583"
"XM_015783757.2","LOC4339583"
"XM_015783760.2","LOC4339583"
"XM_015783759.2","LOC4339583"
"XM_026025299.1","LOC4339583"
"XM_015783762.2","LOC4339583"
"XR_001545964.2","LOC107276763"
"XM_026025300.1","LOC107276763"
"XM_015783202.1","LOC107277083"
"XM_015784440.2","LOC4339584"
"XM_026025298.1","LOC4339584"
"XM_015785194.2","LOC4339585"
"XM_015785193.2","LOC4339586"
"XM_026025784.1","LOC4339587"
"XM_026025392.1","LOC107278054"
"XM_015783354.2","LOC107278054"
"XM_015783437.2","LOC107276888"
"XM_015785071.2","LOC4339588"
"XM_026025666.1","LOC4339589"
"XM_015784871.2","LOC4339589"
"XM_015784872.2","LOC4339589"
"unassigned_transcript_339","TRNAS-CGA_4"
"XM_015784354.2","LOC4339592"
"XM_015785120.1","LOC4339593"
"XM_015785119.2","LOC4339594"
"XM_015782670.2","LOC4339595"
"XM_015785172.1","LOC4339596"
"XM_015785173.1","LOC4339596"
"XM_015784322.2","LOC4339597"
"XM_015784321.2","LOC4339597"
"XM_015784324.2","LOC4339598"
"XM_015784323.2","LOC4339599"
"XM_015782928.2","LOC4339600"
"XM_015783492.2","LOC107276357"
"XR_001545718.2","LOC4339602"
"XM_015782032.2","LOC4339603"
"XM_026025353.1","LOC4339604"
"XM_015784171.2","LOC4339604"
"XR_001546084.2","LOC9271124"
"XR_001546087.2","LOC9271124"
"XR_001546083.2","LOC9271124"
"XR_001546086.2","LOC9271124"
"XM_015781877.2","LOC9268712"
"XM_015781880.2","LOC9268712"
"XM_015781876.2","LOC9268712"
"XM_015781878.2","LOC9268712"
"XM_015781882.2","LOC9268712"
"XM_015781883.2","LOC9268712"
"XM_015784607.2","LOC4339608"
"XM_015784606.2","LOC4339608"
"XM_015782047.2","LOC4339609"
"XM_015783915.2","LOC4339610"
"XM_015783914.2","LOC4339610"
"XM_015782933.2","LOC4339611"
"XM_015784506.2","LOC4339612"
"XM_015784505.2","LOC4339613"
"XM_026025637.1","LOC9268260"
"XM_026025636.1","LOC9268260"
"XR_003242376.1","LOC4339616"
"XR_003242378.1","LOC4339616"
"XR_003242377.1","LOC4339616"
"XM_015784778.2","LOC4339616"
"XM_015782576.2","LOC9272120"
"XM_015781918.2","LOC4339617"
"XM_015785144.2","LOC9269297"
"XM_026025800.1","LOC9266451"
"XM_015785143.2","LOC9266451"
"XM_026025799.1","LOC9266451"
"XM_026025798.1","LOC9266451"
"XR_003242480.1","LOC4339620"
"XM_015784238.2","LOC4339620"
"XM_015784237.2","LOC4339620"
"XM_015784235.2","LOC4339621"
"XM_015784236.1","LOC4339621"
"XM_015784358.2","LOC4339622"
"XM_015784359.2","LOC4339622"
"XM_015784360.2","LOC4339622"
"XM_015784361.2","LOC4339622"
"XM_015784362.2","LOC4339623"
"XM_026025403.1","LOC9266766"
"XM_015784507.2","LOC4339624"
"XM_015784508.2","LOC4339625"
"XM_015782955.2","LOC4339626"
"XM_015784579.2","LOC4339627"
"unassigned_transcript_340","TRNAR-ACG_13"
"XM_015784581.2","LOC4339629"
"XM_015784580.2","LOC9272230"
"XM_015782431.2","LOC9268095"
"XM_015783945.2","LOC4339631"
"XM_015783941.2","LOC4339632"
"XM_015783944.2","LOC4339633"
"XM_015783868.2","LOC4339634"
"XM_015783870.2","LOC4339635"
"XM_015783871.2","LOC4339635"
"XR_001546025.2","LOC9268415"
"XR_001546019.2","LOC9268415"
"XR_001546017.2","LOC9268415"
"XR_001546022.2","LOC9268415"
"XR_001546014.2","LOC9268415"
"XR_003242552.1","LOC9268415"
"XR_001546015.2","LOC9268415"
"XR_001546021.2","LOC9268415"
"XR_003242555.1","LOC9268415"
"XR_003242554.1","LOC9268415"
"XR_001546024.2","LOC9268415"
"XR_001546016.2","LOC9268415"
"XR_001546023.2","LOC9268415"
"XR_001546018.2","LOC9268415"
"XR_003242553.1","LOC9268415"
"XR_001546020.2","LOC9268415"
"XR_001546013.2","LOC9268415"
"XR_001546012.2","LOC9268415"
"XM_015783869.2","LOC4339637"
"XR_003242556.1","LOC112939083"
"XM_015784329.2","LOC4339638"
"XM_026025465.1","LOC112939007"
"XM_015784085.2","LOC4339639"
"XM_026025481.1","LOC107276051"
"XM_015783982.2","LOC9271571"
"XM_015783981.1","LOC4339641"
"XM_026025484.1","LOC4339642"
"XM_026025487.1","LOC4339642"
"XM_026025486.1","LOC4339642"
"XM_026025493.1","LOC4339642"
"XM_026025492.1","LOC4339642"
"XM_026025491.1","LOC4339642"
"XM_015783984.2","LOC4339642"
"XM_026025485.1","LOC4339642"
"XM_026025490.1","LOC4339642"
"XM_026025488.1","LOC4339642"
"XM_026025489.1","LOC4339642"
"XM_015783983.2","LOC4339642"
"XM_026025483.1","LOC4339642"
"XM_026025482.1","LOC4339642"
"XM_015783987.2","LOC107277348"
"XM_015784784.2","LOC9271317"
"XM_015784785.2","LOC4339644"
"XM_015783206.2","LOC107276441"
"XM_015784325.2","LOC4339645"
"XM_015782334.2","LOC4339646"
"XM_015783534.2","LOC4339647"
"XM_015783219.2","LOC4339648"
"XM_015783207.2","LOC107281006"
"XM_015782998.2","LOC4339649"
"XM_015782942.2","LOC4339650"
"XR_001546210.2","LOC4339651"
"XM_015784810.2","LOC4339651"
"XM_026025608.1","LOC4339651"
"XM_015784811.2","LOC107275895"
"XM_015782669.2","LOC4339652"
"XM_015785259.2","LOC4339653"
"XM_015782006.2","LOC4339654"
"XR_003242419.1","LOC112939038"
"XM_015782007.2","LOC4339655"
"XM_015782558.2","LOC4339657"
"XM_026025785.1","LOC4339658"
"XM_015783478.1","LOC4339660"
"XM_015783208.2","LOC107281007"
"XM_015783616.2","LOC9268982"
"XM_026025815.1","LOC107275437"
"XM_026025814.1","LOC107275437"
"XM_015783209.2","LOC107275437"
"XM_015783456.2","LOC4339662"
"XM_015784356.2","LOC4339663"
"XM_015784357.2","LOC4339663"
"XM_015782070.1","LOC4339664"
"XM_015782927.2","LOC4339665"
"XM_015785266.2","LOC9267436"
"XR_003242425.1","LOC107278771"
"XM_015785268.2","LOC4339667"
"XM_015785267.2","LOC4339667"
"XM_015782877.2","LOC9272350"
"XM_015785244.1","LOC4339668"
"XM_026025361.1","LOC112938969"
"XM_015782945.2","LOC4339670"
"XM_015782656.2","LOC4339671"
"XM_015782657.2","LOC4339671"
"XM_026025316.1","LOC4339672"
"XM_026025315.1","LOC4339672"
"XM_026025314.1","LOC4339672"
"XM_015782627.2","LOC4339672"
"XM_015782626.2","LOC4339672"
"XM_015782625.2","LOC4339672"
"XM_015782129.2","LOC4339673"
"XM_015784734.2","LOC4339674"
"XM_015784733.2","LOC4339675"
"XM_015782585.2","LOC4339676"
"XM_015783559.1","LOC107277099"
"XM_015784935.2","LOC4339677"
"XM_015785186.2","LOC107277155"
"XM_015785187.2","LOC107277155"
"XM_015785183.2","LOC4339678"
"XM_015785184.2","LOC4339679"
"XM_015785185.2","LOC4339680"
"XR_003242697.1","LOC112939156"
"XM_015782236.2","LOC4339681"
"XM_015783979.2","LOC4339682"
"XM_015783980.2","LOC4339683"
"XM_026025583.1","LOC4339684"
"XM_015784305.2","LOC4339684"
"XM_015784308.2","LOC4339685"
"XM_015784302.2","LOC4339686"
"XM_015784304.2","LOC4339686"
"XM_015784303.2","LOC4339686"
"XM_026025582.1","LOC4339686"
"XM_015783000.1","LOC4339687"
"XM_015782782.2","LOC4339688"
"XM_015783969.2","LOC4339689"
"XM_015783970.2","LOC4339690"
"XM_015783972.2","LOC4339690"
"XM_015783975.2","LOC4339690"
"XM_015783978.2","LOC4339690"
"XM_015783973.2","LOC4339690"
"XM_015783976.2","LOC4339690"
"XM_015783211.2","LOC107281009"
"XM_015785334.2","LOC4339693"
"XM_015785335.2","LOC4339694"
"XM_015782553.2","LOC4339695"
"XM_015781915.2","LOC4339696"
"XM_015781914.2","LOC4339697"
"XM_015781913.2","LOC4339697"
"XM_015783212.1","LOC107275455"
"XM_015783404.2","LOC9270681"
"XM_015783297.2","LOC9266881"
"XM_015784186.2","LOC4339699"
"XM_015784179.2","LOC4339700"
"XM_026025340.1","LOC4339700"
"XM_015784181.2","LOC4339700"
"XM_015784182.2","LOC4339700"
"XM_015784187.2","LOC4339701"
"XR_001546098.2","LOC4339702"
"XM_015784184.2","LOC4339702"
"XR_003242231.1","LOC4339703"
"XM_015784188.2","LOC4339703"
"XM_015783553.2","LOC4339704"
"XM_015782176.2","LOC4339705"
"XM_026025822.1","LOC4339705"
"XM_015782584.2","LOC4339706"
"XM_015785273.2","LOC4339707"
"XM_015785272.2","LOC4339708"
"XR_003242431.1","LOC112939041"
"XR_003242430.1","LOC107281149"
"XR_003242429.1","LOC107281149"
"XM_015785274.2","LOC107281149"
"XM_015783513.2","LOC4339709"
"XM_015784069.2","LOC4339710"
"XM_015784070.1","LOC4339711"
"XM_015784068.2","LOC4339712"
"XM_015784071.2","LOC4339713"
"XM_015784072.2","LOC4339714"
"XM_026025281.1","LOC4339714"
"XM_015783329.2","LOC4339715"
"XM_015783542.2","LOC107277648"
"XM_015782713.2","LOC4339716"
"XM_015784526.2","LOC4339717"
"XM_015784986.1","LOC4339718"
"XM_015784987.1","LOC4339718"
"XM_015783428.2","LOC9271094"
"XM_015782607.2","LOC4339720"
"XM_015782606.2","LOC4339720"
"XM_026025474.1","LOC4339720"
"XM_026025473.1","LOC4339720"
"XM_026025475.1","LOC4339723"
"XM_026025476.1","LOC4339723"
"XM_015783731.2","LOC4339723"
"XR_001545989.2","LOC107281087"
"XR_001545984.2","LOC9271594"
